Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Boston Scott	2.6	-	-	-	-	-	-	2.6	-
Deejay Dallas	2.5	-	-	-	-	-	-	2.5	-
Michael Burton	2.4	-	-	-	-	-	-	2.4	-
Travis Homer	2.3	-	-	-	-	-	-	2.3	-
Cj Ham	2.0	-	-	-	-	-	-	2.0	-
Nyheim Hines	1.3	-	-	-	-	-	-	1.3	-
Alec Ingold	1.1	-	-	-	-	-	-	1.1	-
Chris Rodriguez	0.0	-	-	-	-	-	-	0.0	-
Evan Hull	0.0	-	-	-	-	-	-	0.0	-
Michael Carter	0.0	-	-	-	-	-	-	0.0	-
Chase Edmonds	0.0	-	-	-	-	-	-	0.0	-
Jawhar Jordan	0.0	-	-	-	-	-	-	0.0	-
Deneric Prince	0.0	-	-	-	-	-	-	0.0	-
Carlos Washington	0.0	-	-	-	-	-	-	0.0	-
Malik Davis	0.0	-	-	-	-	-	-	0.0	-
Emani Bailey	0.0	-	-	-	-	-	-	0.0	-
Reggie Gilliam	0.0	-	-	-	-	-	-	0.0	-
Keilan Robinson	0.0	-	-	-	-	-	-	0.0	-
Keaontay Ingram	0.0	-	-	-	-	-	-	0.0	-
Myles Gaskin	0.0	-	-	-	-	-	-	0.0	-
Lamical Perine	0.0	-	-	-	-	-	-	0.0	-
Tyrion Davis Price	0.0	-	-	-	-	-	-	0.0	-
