Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Travis Vokolek	1.0	-	-	-	-	-	-	1.0	-
Jack Stoll	1.0	-	-	-	-	-	-	1.0	-
Brenton Strange	1.0	-	-	-	-	-	-	1.0	-
Cameron Latu	1.0	-	-	-	-	-	-	1.0	-
Messiah Swinson	1.0	-	-	-	-	-	-	1.0	-
Albert Okwuegbunam	1.0	-	-	-	-	-	-	1.0	-
Mycole Pruitt	1.0	-	-	-	-	-	-	1.0	-
Austin Hooper	0.9	-	-	-	-	-	-	0.9	-
Darnell Washington	0.9	-	-	-	-	-	-	0.9	-
Pharaoh Brown	0.9	-	-	-	-	-	-	0.9	-
Will Mallory	0.9	-	-	-	-	-	-	0.9	-
Aj Barner	0.9	-	-	-	-	-	-	0.9	-
Stone Smartt	0.9	-	-	-	-	-	-	0.9	-
Jared Wiley	0.9	-	-	-	-	-	-	0.9	-
Quintin Morris	0.9	-	-	-	-	-	-	0.9	-
Drew Ogletree	0.8	-	-	-	-	-	-	0.8	-
Cade Stover	0.8	-	-	-	-	-	-	0.8	-
Erick All	0.8	-	-	-	-	-	-	0.8	-
Tip Reiman	0.8	-	-	-	-	-	-	0.8	-
Dallin Holker	0.8	-	-	-	-	-	-	0.8	-
Drew Sample	0.8	-	-	-	-	-	-	0.8	-
Ben Sims	0.8	-	-	-	-	-	-	0.8	-
Connor Heyward	0.7	-	-	-	-	-	-	0.7	-
Lucas Krull	0.7	-	-	-	-	-	-	0.7	-
Payne Durham	0.7	-	-	-	-	-	-	0.7	-
Grant Calcaterra	0.7	-	-	-	-	-	-	0.7	-
Luke Farrell	0.7	-	-	-	-	-	-	0.7	-
Ross Dwelley	0.7	-	-	-	-	-	-	0.7	-
Harrison Bryant	0.7	-	-	-	-	-	-	0.7	-
Brenden Bates	0.7	-	-	-	-	-	-	0.7	-
Hunter Long	0.7	-	-	-	-	-	-	0.7	-
Marcedes Lewis	0.7	-	-	-	-	-	-	0.7	-
Ian Thomas	0.6	-	-	-	-	-	-	0.6	-
Peyton Hendershot	0.6	-	-	-	-	-	-	0.6	-
Ko Kieft	0.6	-	-	-	-	-	-	0.6	-
Brady Russell	0.6	-	-	-	-	-	-	0.6	-
Nate Adkins	0.6	-	-	-	-	-	-	0.6	-
Julian Hill	0.6	-	-	-	-	-	-	0.6	-
John Bates	0.4	-	-	-	-	-	-	0.4	-
Charlie Kolar	0.4	-	-	-	-	-	-	0.4	-
Charlie Woerner	0.3	-	-	-	-	-	-	0.3	-
Eric Saubert	0.3	-	-	-	-	-	-	0.3	-
Anthony Firkser	0.3	-	-	-	-	-	-	0.3	-
Parker Hesse	0.3	-	-	-	-	-	-	0.3	-
Nick Muse	0.3	-	-	-	-	-	-	0.3	-
Kenny Yeboah	0.2	-	-	-	-	-	-	0.2	-
Teagan Quitoriano	0.2	-	-	-	-	-	-	0.2	-
Stephen Carlson	0.2	-	-	-	-	-	-	0.2	-
Tommy Hudson	0.2	-	-	-	-	-	-	0.2	-
Jake Tonges	0.2	-	-	-	-	-	-	0.2	-
Chris Manhertz	0.1	-	-	-	-	-	-	0.1	-
Josiah Deguara	0.0	-	-	-	-	-	-	0.0	-
Mitchell Wilcox	0.0	-	-	-	-	-	-	0.0	-
